"table_name","column_name","attribute","type","original_id","original_row"
"CAD_Geocodificacao","cpf","25.944.455/0001-96","text",68,"{""id"":68,""geom"":{""type"":""Point"",""coordinates"":[721508.2421790257,7703505.340880892]},""distrito"":1,""setor"":1,""quadra"":2,""lote"":199,""unidade"":6,""inscricao"":""01.01.0002.0199.006"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Edificacao","inscricao","01.01.0002.0199.003","text",114,"{""id"":114,""geom"":{""type"":""MultiPolygon"",""coordinates"":[[[[721506.120555513,7703545.143881999],[721508.1098658472,7703538.512847552],[721511.8705859672,7703539.641063588],[721511.2168843229,7703541.820069069],[721513.4290726291,7703542.483725561],[721517.2766211401,7703529.658563856],[721531.9102467846,7703534.048651549],[721528.0261971662,7703546.995483612],[721529.9148529322,7703547.562080341],[721528.7061685467,7703551.5910282945],[721519.4177428965,7703548.8045006],[721519.9590377234,7703547.00018451],[721510.302835767,7703544.103323924],[721509.7121814898,7703546.072171516],[721506.120555513,7703545.143881999]]]]},""inscricao"":""01.01.0002.0199.003""}"
"CAD_Secao_Logradouro","secao_d",NULL,"integer",62,"{""id"":62,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721842.4707677368,7703476.77275479],[721777.9920687716,7703474.166169087],[721760.8434786212,7703469.501752567]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":null,""secao_e"":null,""secao_d"":null}"
"CAD_Geocodificacao","cpf","25.944.455/0001-96","text",24,"{""id"":24,""geom"":{""type"":""Point"",""coordinates"":[721300.7357963052,7703564.316379138]},""distrito"":1,""setor"":1,""quadra"":3,""lote"":110,""unidade"":1,""inscricao"":""01.01.0003.0110.001"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Geocodificacao","cpf","25.944.455/0001-96","text",96,"{""id"":96,""geom"":{""type"":""Point"",""coordinates"":[721189.527570143,7703470.582374676]},""distrito"":1,""setor"":1,""quadra"":5,""lote"":58,""unidade"":3,""inscricao"":""01.01.0005.0058.003"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Secao_Logradouro","secao_d",NULL,"integer",19,"{""id"":19,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721275.7441604488,7703352.822745185],[721314.9801347126,7703408.932932156]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":null,""secao_e"":null,""secao_d"":null}"
"CAD_Secao_Logradouro","nome_logradouro",NULL,"text",66,"{""id"":66,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721340.6344255772,7703394.459522071],[721331.6720882168,7703413.800659924],[721329.4142635849,7703433.620054215]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":null,""secao_e"":null,""secao_d"":null}"
"CAD_Secao_Logradouro","secao_d",NULL,"integer",66,"{""id"":66,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721340.6344255772,7703394.459522071],[721331.6720882168,7703413.800659924],[721329.4142635849,7703433.620054215]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":null,""secao_e"":null,""secao_d"":null}"
"CAD_Secao_Logradouro","secao_e",NULL,"integer",58,"{""id"":58,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721616.7953213577,7703774.472279804],[721584.6245662363,7703743.330440091],[721570.0825617887,7703732.629719838],[721547.172045348,7703719.459602602],[721513.4236199321,7703703.134144778]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":null,""secao_e"":null,""secao_d"":null}"
"CAD_Secao_Logradouro","codigo",NULL,"integer",11,"{""id"":11,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721208.3159039777,7703262.415377913],[721213.0302458784,7703258.69261346]],[[721213.0302458784,7703258.69261346],[721217.6104398401,7703255.075781328]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":null,""secao_e"":null,""secao_d"":null}"
"CAD_Geocodificacao","cpf","25.944.455/0001-96","text",77,"{""id"":77,""geom"":{""type"":""Point"",""coordinates"":[721525.906337921,7703606.007592874]},""distrito"":1,""setor"":1,""quadra"":4,""lote"":141,""unidade"":1,""inscricao"":""01.01.0004.0141.001"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Edificacao","inscricao","01.01.0002.0299.001","text",100,"{""id"":100,""geom"":{""type"":""MultiPolygon"",""coordinates"":[[[[721614.9875729572,7703599.6740933135],[721620.3727766903,7703582.232463312],[721620.7894205209,7703580.883034786],[721614.5997350825,7703578.971933752],[721612.9521099805,7703584.308271769],[721610.3683964976,7703583.510535348],[721611.1765738117,7703580.893005839],[721605.6381850383,7703579.182996402],[721603.2568783929,7703586.895586581],[721608.52896596,7703588.523373987],[721605.9225536642,7703596.9650376905],[721614.9875729572,7703599.6740933135]]]]},""inscricao"":""01.01.0002.0299.001""}"
"CAD_Secao_Logradouro","secao_e",NULL,"integer",13,"{""id"":13,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721213.0302458784,7703258.69261346],[721229.1685896004,7703283.816818421],[721245.2196699813,7703307.756250271],[721275.7441604488,7703352.822745185]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":null,""secao_e"":null,""secao_d"":null}"
"CAD_Lote","inscricao_lote","01.01.0005.0131","text",36,"{""id"":36,""geom"":{""type"":""Polygon"",""coordinates"":[[[721244.9258079982,7703390.223862343],[721279.268526818,7703419.607343787],[721285.6486832021,7703408.325875214],[721262.5853885934,7703373.568515733],[721260.2032475523,7703375.462268025],[721245.359260631,7703389.849516887],[721244.9258079982,7703390.223862343]]]},""inscricao_lote"":""01.01.0005.0131""}"
"CAD_Lote","inscricao_lote","01.01.0003.0130","text",49,"{""id"":49,""geom"":{""type"":""Polygon"",""coordinates"":[[[721298.1894659852,7703541.1289416645],[721309.9905118005,7703571.583253446],[721328.9423254487,7703564.894378041],[721329.5849927571,7703564.689719106],[721321.7859260062,7703536.464525151],[721335.7791755537,7703528.096013166],[721323.7065681011,7703510.947423034],[721294.1852701899,7703529.485048959],[721298.1894659852,7703541.1289416645]]]},""inscricao_lote"":""01.01.0003.0130""}"
"CAD_Secao_Logradouro","tipo",NULL,"text",9,"{""id"":9,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721180.59720598,7703277.664649542],[721200.1531750662,7703253.703894117]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":null,""secao_e"":null,""secao_d"":null}"
"CAD_Edificacao","inscricao","01.01.0005.0074.002","text",137,"{""id"":137,""geom"":{""type"":""MultiPolygon"",""coordinates"":[[[[721228.9131745525,7703441.664580034],[721241.4518578709,7703451.229344874],[721234.885818367,7703459.836926072],[721233.7603431294,7703458.978390474],[721233.469899456,7703459.359140163],[721229.2012036211,7703456.102891417],[721221.5896297375,7703450.296626723],[721228.9131745525,7703441.664580034]]]]},""inscricao"":""01.01.0005.0074.002""}"
"CAD_Secao_Logradouro","secao_e",NULL,"integer",17,"{""id"":17,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721111.8036386117,7703487.679258128],[721145.0033091427,7703538.027518808]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":null,""secao_e"":null,""secao_d"":null}"
"CAD_Edificacao","inscricao","01.01.0005.0131.001","text",36,"{""id"":36,""geom"":{""type"":""MultiPolygon"",""coordinates"":[[[[721258.9837847579,7703394.53633957],[721265.3386235468,7703402.037132895],[721269.9236115686,7703398.152629154],[721263.5659182756,7703390.648466579],[721258.9837847579,7703394.53633957]]]]},""inscricao"":""01.01.0005.0131.001""}"
"CAD_Secao_Logradouro","tipo",NULL,"text",73,"{""id"":73,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721202.2529351575,7703628.596388459],[721202.3939324552,7703628.595164793],[721202.5348872772,7703628.591494163],[721202.67575716,7703628.585377675],[721202.8164996664,7703628.576817171],[721202.9570723971,7703628.56581523],[721203.0974330043,7703628.552375167],[721203.2375392038,7703628.53650103],[721203.3773487881,7703628.5181976035],[721203.5168196392,7703628.497470398],[721203.6559097411,7703628.474325661],[721203.7945771923,7703628.448770361],[721203.9327802189,7703628.420812201],[721204.0704771868,7703628.3904596],[721204.2076266144,7703628.357721703],[721204.3441871847,7703628.322608373],[721204.4801177587,7703628.285130188],[721204.6153773868,7703628.245298438],[721204.7499253217,7703628.203125121],[721204.8837210301,7703628.158622945],[721205.0167242058,7703628.111805314],[721205.1488947812,7703628.0626863325],[721205.2801929394,7703628.011280798],[721205.4105791266,7703627.957604197],[721205.5400140634,7703627.901672699],[721205.668458757,7703627.843503153],[721205.7958745131,7703627.783113084],[721205.9222229474,7703627.7205206845],[721206.0474659969,7703627.655744811],[721206.1715659318,7703627.588804975],[721206.2944853666,7703627.519721346],[721206.4161872714,7703627.448514733],[721206.536634983,7703627.375206589],[721206.6557922163,7703627.299818996],[721206.7736230749,7703627.2223746665],[721206.8900920616,7703627.142896932],[721207.0051640898,7703627.061409732],[721207.1188044938,7703626.977937617],[721207.2309790391,7703626.892505734],[721207.3416539326,7703626.805139818],[721207.4507958331,7703626.7158661885],[721207.5583718616,7703626.62471174],[721207.66434961,7703626.531703933],[721207.7686971525,7703626.436870786],[721207.871383054,7703626.340240869],[721207.9723763799,7703626.241843291],[721208.0716467057,7703626.141707694],[721208.169164126,7703626.039864245],[721208.2648992634,7703625.936343624],[721208.358823277,7703625.831177019],[721208.4509078724,7703625.72439611],[721208.5411253086,7703625.616033064],[721208.6294484071,7703625.506120528],[721208.7158505606,7703625.394691613],[721208.8003057401,7703625.281779886],[721208.8827885031,7703625.167419364],[721208.9632740014,7703625.051644497],[721209.0417379886,7703624.934490162],[721209.118156827,7703624.815991654],[721209.1925074954,7703624.69618467],[721209.2647675953,7703624.575105302],[721209.3349153581,7703624.452790026],[721209.4029296516,7703624.32927569],[721209.4687899862,7703624.2045995025],[721209.5324765214,7703624.078799023],[721209.5939700713,7703623.95191215],[721209.6532521109,7703623.823977107],[721209.7103047811,7703623.695032436],[721209.7651108948,7703623.565116982],[721209.8176539413,7703623.434269883],[721209.8679180921,7703623.302530554],[721209.9158882047,7703623.169938686],[721209.9615498281,7703623.03653422],[721210.0048892064,7703622.902357345],[721210.0458932837,7703622.767448484],[721210.0845497074,7703622.631848277],[721210.1208468318,7703622.495597574],[721210.1547737226,7703622.358737421],[721210.1863201592,7703622.221309048],[721210.2154766379,7703622.083353856],[721210.2422343756,7703621.944913403],[721210.266585311,7703621.806029397],[721210.2885221086,7703621.666743675],[721210.3080381597,7703621.527098199],[721210.3251275852,7703621.387135036],[721210.3397852367,7703621.246896352],[721210.3520066987,7703621.106424393],[721210.3617882893,7703620.965761478],[721210.3691270618,7703620.824949981],[721210.3740208053,7703620.684032322],[721210.3764680458,7703620.543050953],[721210.3764680458,7703620.402048345],[721210.3740208053,7703620.261066976],[721210.3691270618,7703620.120149317],[721210.3617882893,7703619.97933782],[721210.3520066987,7703619.838674905],[721210.3397852367,7703619.698202946],[721210.3251275852,7703619.557964262],[721210.3080381597,7703619.418001099],[721210.2885221086,7703619.278355623],[721210.266585311,7703619.139069901],[721210.2422343756,7703619.000185895],[721210.2154766379,7703618.861745442],[721210.1863201592,7703618.72379025],[721210.1547737226,7703618.586361877],[721210.1208468318,7703618.449501724],[721210.0845497074,7703618.313251021],[721210.0458932837,7703618.177650814],[721210.0048892064,7703618.042741952],[721209.9615498281,7703617.908565078],[721209.9158882047,7703617.775160612],[721209.8679180921,7703617.642568744],[721209.8176539413,7703617.510829415],[721209.7680058357,7703617.387191541]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":4,""secao_e"":null,""secao_d"":null}"
"CAD_Edificacao","inscricao","01.01.0004.0332.002","text",59,"{""id"":59,""geom"":{""type"":""MultiPolygon"",""coordinates"":[[[[721348.1175609857,7703608.127723551],[721365.5239158655,7703602.614987716],[721362.259754966,7703592.308463932],[721359.9059175906,7703593.0539436],[721361.5233928579,7703598.161089916],[721358.7787413482,7703599.030343636],[721358.9757048906,7703599.652252143],[721346.8370845477,7703604.189033139],[721348.1175609857,7703608.127723551]]]]},""inscricao"":""01.01.0004.0332.002""}"
"CAD_Geocodificacao","inscricao","01.01.0002.0240.002","text",76,"{""id"":76,""geom"":{""type"":""Point"",""coordinates"":[721569.7818293704,7703534.97108291]},""distrito"":1,""setor"":1,""quadra"":2,""lote"":240,""unidade"":2,""inscricao"":""01.01.0002.0240.002"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Secao_Logradouro","codigo",NULL,"integer",10,"{""id"":10,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721205.4692380138,7703247.941967828],[721200.1531750662,7703253.703894117]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":null,""secao_e"":null,""secao_d"":null}"
"CAD_Edificacao","inscricao","01.01.0002.0199.004","text",116,"{""id"":116,""geom"":{""type"":""MultiPolygon"",""coordinates"":[[[[721497.5650429205,7703523.005544465],[721502.9683721203,7703524.650791698],[721512.6748081073,7703527.72034838],[721512.9562421511,7703526.830408296],[721516.1909401647,7703527.853346984],[721517.7145352045,7703523.035492398],[721519.4058897553,7703523.5703652045],[721521.0386515794,7703518.407307544],[721512.2502590471,7703515.628072299],[721511.2255428815,7703518.868390986],[721502.2376164144,7703516.026055266],[721501.5649890496,7703518.153012069],[721499.3237452045,7703517.444242648],[721497.5650429205,7703523.005544465]]]]},""inscricao"":""01.01.0002.0199.004""}"
"CAD_Geocodificacao","inscricao","01.01.0002.0160.002","text",61,"{""id"":61,""geom"":{""type"":""Point"",""coordinates"":[721468.1654314249,7703532.691836601]},""distrito"":1,""setor"":1,""quadra"":2,""lote"":160,""unidade"":2,""inscricao"":""01.01.0002.0160.002"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":"""",""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Geocodificacao","cpf","25.944.455/0001-96","text",33,"{""id"":33,""geom"":{""type"":""Point"",""coordinates"":[721344.9911621395,7703518.826421552]},""distrito"":1,""setor"":1,""quadra"":3,""lote"":255,""unidade"":2,""inscricao"":""01.01.0003.0255.002"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
